id,material,true_block_id,computed_block_id,temporal_block_id,pair_key,provenance,scope,data_real,scorable,discriminante,true_block_uuid
aula-09-variacoes-de-maquinas-de-turing,Aula 09 - Variações de Máquinas de Turing.pdf,bloco-08,bloco-09,bloco-09,,block-direct,clean,,yes,yes,79dccea0-6d43-4021-b63c-ca9fbc63c451
aula-10-linguagens-reconhecıveis-e-linguagens-decidıveis-pdf,Aula 10 - Linguagens Reconhecı́veis e Linguagens Decidı́veis .pdf,bloco-09,bloco-09,bloco-09,aula-10-linguagens-reconhecıveis-e-linguagens-decidıveis-pdf,block-direct,clean,,yes,no,3e3be596-9527-42ba-ad20-c15956e48f4e
aula-10-linguagens-reconhecıveis-e-linguagens-decidıveis-pdf,Aula 10 - Linguagens Reconhecı́veis e Linguagens Decidı́veis.pdf,bloco-09,bloco-09,bloco-09,aula-10-linguagens-reconhecıveis-e-linguagens-decidıveis-pdf,block-direct,clean,,yes,no,3e3be596-9527-42ba-ad20-c15956e48f4e
aula-11-o-problema-da-parada-halting-problem-halteproblem-pdf,"Aula 11 - O Problema da Parada (Halting Problem, Halteproblem) .pdf",bloco-10,bloco-10,bloco-10,aula-11-o-problema-da-parada-halting-problem-halteproblem-pdf,block-direct,clean,,yes,no,e09117dc-5a43-42db-a0b6-e3c59ad9c444
aula-11-o-problema-da-parada-halting-problem-halteproblem-pdf,"Aula 11 - O Problema da Parada (Halting Problem, Halteproblem).pdf",bloco-10,bloco-10,bloco-10,aula-11-o-problema-da-parada-halting-problem-halteproblem-pdf,block-direct,clean,,yes,no,e09117dc-5a43-42db-a0b6-e3c59ad9c444
aula-12-entscheidungsproblem-pdf,Aula 12 - Entscheidungsproblem .pdf,bloco-11,bloco-10,bloco-10,aula-12-entscheidungsproblem-pdf,block-direct,clean,,yes,yes,b01d21d6-f4f5-4a53-be51-e7278017b6d5
aula-12-entscheidungsproblem-pdf,Aula 12 - Entscheidungsproblem.pdf,bloco-11,bloco-10,bloco-10,aula-12-entscheidungsproblem-pdf,block-direct,clean,,yes,yes,b01d21d6-f4f5-4a53-be51-e7278017b6d5
aula-13-teorema-de-rice-pdf,Aula 13 - Teorema de Rice .pdf,bloco-12,bloco-13,bloco-13,aula-13-teorema-de-rice-pdf,block-direct,clean,,yes,yes,0cd0390b-85a1-42c8-b7d5-f6b2524c8ea9
aula-13-teorema-de-rice-pdf,Aula 13 - Teorema de Rice.pdf,bloco-12,bloco-13,bloco-13,aula-13-teorema-de-rice-pdf,block-direct,clean,,yes,yes,0cd0390b-85a1-42c8-b7d5-f6b2524c8ea9
aula-14-problema-da-correspondencia-de-post,Aula 14 - Problema da Correspondência de Post.pdf,bloco-13,bloco-13,bloco-13,,block-direct,clean,,yes,no,027d4024-a77c-49e0-aba8-4fa87bd0c728
aula-15-teoremas-de-incompletude-de-godel,Aula 15 - Teoremas de Incompletude de Gödel.pdf,bloco-14,bloco-14,bloco-14,,block-direct,clean,,yes,no,d5ccf1f1-8651-4a96-8b9a-1e102b324d2a
aula-16-classes-de-problemas-e-complexidade-pdf,Aula 16 - Classes de Problemas e Complexidade .pdf,bloco-19,bloco-19,bloco-19,aula-16-classes-de-problemas-e-complexidade-pdf,block-direct,clean,,yes,no,74265198-aa3e-4d9d-8001-049cbc79710f
aula-16-classes-de-problemas-e-complexidade-pdf,Aula 16 - Classes de Problemas e Complexidade.pdf,bloco-19,bloco-19,bloco-19,aula-16-classes-de-problemas-e-complexidade-pdf,block-direct,clean,,yes,no,74265198-aa3e-4d9d-8001-049cbc79710f
aula-16-exemplo-de-prova-para-revisao,Aula 16 - Exemplo de Prova para Revisão.pdf,bloco-16,bloco-16,bloco-16,,block-direct,clean,,yes,no,62a75727-18b8-4351-bad1-e54030fb15ce
aula-17-complexidade-de-tempo-classes-p-e-np,Aula 17 - Complexidade de Tempo Classes P e NP.pdf,bloco-19,bloco-19,bloco-19,,block-direct,clean,,yes,no,74265198-aa3e-4d9d-8001-049cbc79710f
aula-17-np-completude-pdf,Aula 17 - NP-Completude .pdf,bloco-22,bloco-22,bloco-22,aula-17-np-completude-pdf,block-direct,clean,,yes,no,224e19c2-5329-44d8-a47e-9a7fdf1f36c3
aula-17-np-completude-pdf,Aula 17 - NP-Completude.pdf,bloco-22,bloco-22,bloco-22,aula-17-np-completude-pdf,block-direct,clean,,yes,no,224e19c2-5329-44d8-a47e-9a7fdf1f36c3
aula-07-maquinas-de-turing-e-linguagens-recursivamente-enumeraveis,Aula07 Máquinas de Turing e Linguagens Recursivamente Enumeráveis.pdf,bloco-06,bloco-09,bloco-09,aula-07-maquinas-de-turing-e-linguagens-recursivamente-enumeraveis,block-direct,clean,,yes,yes,cbf887a2-7073-441b-b695-8b3d8d1d1b86
cubic-3-edge-coloring,Cubic 3-Edge Coloring.pdf,bloco-24,bloco-26,bloco-26,,block-direct,clean,,yes,yes,3a7783ef-c47a-4d99-9038-dacc0c4593b9
,Enunciado T1.pdf,,,,,block-direct,clean,,no,no,
,Enunciado T2.pdf,,,,,block-direct,clean,,no,no,
integer-programming-0001,Integer Programming 00.01.pdf,bloco-24,bloco-13,bloco-13,integer-programming-0001,block-direct,clean,,yes,yes,3a7783ef-c47a-4d99-9038-dacc0c4593b9
plano-de-ensino,Plano de Ensino.pdf,bloco-01,,bloco-01,,block-direct,clean,,yes,no,667491f1-cffe-45f5-8b3f-29b0cec9d25a
,Problema Weighted Max-Cut.pdf,,,,,block-direct,clean,,no,no,
programacao-inteira-01-20260617-154423-0000,Programação Inteira 01_20260617_154423_0000.pdf,bloco-24,bloco-13,bloco-13,integer-programming-0001,block-direct,clean,,yes,yes,3a7783ef-c47a-4d99-9038-dacc0c4593b9
,Referência- REDUCIBILITY AMONG COMBINATORIAL PROBLEMS.pdf,,,,,block-direct,clean,,no,no,
,"Revisão Alfabeto, Cadeia, Linguagem, Hierarquia de Chomsky, Lemas e Propriedades de Autômatos.pdf",,,,,block-direct,clean,,no,no,
t1-enunciado,T1 - Enunciado.pdf,bloco-04,bloco-03,bloco-03,t1-enunciado,block-direct,clean,,yes,yes,d186cb31-790d-442f-9af0-df306a4dd8e4
trabalho-t2-enunciado,Trabalho T2 - Enunciado.pdf,bloco-23,bloco-23,bloco-23,trabalho-t2-enunciado,block-direct,clean,,yes,no,dfd5b65d-4aa6-445b-bad1-bf86b1b672b5
