[stash] 20 entries | tipos {'pdf': 15, 'image': 1, 'zip': 4} | categorias {'cronograma': 1, 'material-de-aula': 9, 'fotos-de-prova': 1, 'listas': 5, 'codigo-professor': 4} | ignorados ['.moodle_nomes.json']
[options] {'default_processing_mode': 'high_fidelity', 'image_description_source': 'datalab', 'skip_base_backends': False, 'profile_backends': {'math_heavy': 'datalab', 'scanned': 'datalab', 'diagram_heavy': 'datalab', 'auto': 'auto'}}
[meta] {'course_name': 'Fundamentos de Redes de Computadores', 'course_slug': 'fundamentos-de-redes-de-computadores', 'semester': '2026/2', 'professor': 'Marcelo Veiga Neves', 'institution': 'PUCRS'} | gemini_auto_summarize: False
  (1/20) Plano de Ensino - 20262  [9s]
  (0/-1)   [289s]
  (0/-1)   [291s]
  (0/-1)   [293s]
  (0/-1)   [295s]
  (0/-1)   [297s]
  (0/-1)   [299s]
  (0/-1)   [301s]
  (0/-1)   [303s]
  (0/-1)   [305s]
  (0/-1)   [307s]
  (0/-1)   [309s]
  (0/-1)   [311s]
  (0/-1)   [313s]
  (0/-1)   [315s]
  (0/-1)   [317s]
  (0/-1)   [317s]
  (0/-1)   [317s]
  (8/20) 04 - Protocolo HTTP  [318s]
  (0/-1)   [331s]
  (0/-1)   [345s]
  (0/-1)   [348s]
  (0/-1)   [350s]
  (0/-1)   [352s]
  (0/-1)   [354s]
  (0/-1)   [356s]
  (0/-1)   [358s]
  (0/-1)   [360s]
  (0/-1)   [362s]
  (0/-1)   [364s]
  (0/-1)   [366s]
  (0/-1)   [368s]
  (0/-1)   [370s]
  (0/-1)   [372s]
  (0/-1)   [374s]
  (0/-1)   [376s]
  (0/-1)   [378s]
  (0/-1)   [380s]
  (0/-1)   [382s]
  (0/-1)   [384s]
  (0/-1)   [386s]
  (0/-1)   [388s]
  (0/-1)   [390s]
  (0/-1)   [392s]
  (0/-1)   [394s]
  (0/-1)   [396s]
  (0/-1)   [398s]
  (0/-1)   [400s]
  (0/-1)   [402s]
  (0/-1)   [404s]
  (0/-1)   [406s]
  (0/-1)   [408s]
  (0/-1)   [410s]
  (0/-1)   [412s]
  (0/-1)   [414s]
  (0/-1)   [416s]
  (0/-1)   [418s]
  (0/-1)   [420s]
  (0/-1)   [422s]
  (0/-1)   [424s]
  (0/-1)   [426s]
  (0/-1)   [428s]
  (0/-1)   [430s]
  (0/-1)   [432s]
  (0/-1)   [434s]
  (0/-1)   [436s]
  (0/-1)   [438s]
  (0/-1)   [440s]
  (0/-1)   [442s]
  (0/-1)   [444s]
  (0/-1)   [446s]
  (0/-1)   [448s]
  (0/-1)   [450s]
  (0/-1)   [452s]
  (0/-1)   [454s]
  (0/-1)   [456s]
  (0/-1)   [458s]
  (0/-1)   [460s]
  (0/-1)   [462s]
  (0/-1)   [464s]
  (0/-1)   [466s]
  (0/-1)   [468s]
  (0/-1)   [470s]
  (0/-1)   [472s]
  (0/-1)   [474s]
  (0/-1)   [476s]
  (0/-1)   [478s]
  (0/-1)   [480s]
  (0/-1)   [482s]
  (0/-1)   [484s]
  (0/-1)   [486s]
  (0/-1)   [488s]
  (0/-1)   [490s]
  (0/-1)   [492s]
  (0/-1)   [494s]
  (0/-1)   [496s]
  (0/-1)   [498s]
  (0/-1)   [500s]
  (0/-1)   [500s]
  (0/-1)   [500s]
  (9/20) 05 - Protocolo DNS  [512s]
  (0/-1)   [522s]
  (0/-1)   [533s]
  (0/-1)   [536s]
  (0/-1)   [538s]
  (0/-1)   [540s]
  (0/-1)   [542s]
  (0/-1)   [544s]
  (0/-1)   [546s]
  (0/-1)   [548s]
  (0/-1)   [550s]
  (0/-1)   [552s]
  (0/-1)   [554s]
  (0/-1)   [556s]
  (0/-1)   [558s]
  (0/-1)   [560s]
  (0/-1)   [562s]
  (0/-1)   [564s]
  (0/-1)   [566s]
  (0/-1)   [568s]
  (0/-1)   [570s]
  (0/-1)   [572s]
  (0/-1)   [574s]
  (0/-1)   [576s]
  (0/-1)   [578s]
  (0/-1)   [580s]
  (0/-1)   [582s]
  (0/-1)   [584s]
  (0/-1)   [586s]
  (0/-1)   [588s]
  (0/-1)   [590s]
  (0/-1)   [592s]
  (0/-1)   [594s]
  (0/-1)   [596s]
  (0/-1)   [598s]
  (0/-1)   [600s]
  (0/-1)   [602s]
  (0/-1)   [604s]
  (0/-1)   [606s]
  (0/-1)   [608s]
  (0/-1)   [610s]
  (0/-1)   [612s]
  (0/-1)   [614s]
  (0/-1)   [616s]
  (0/-1)   [618s]
  (0/-1)   [620s]
  (0/-1)   [622s]
  (0/-1)   [624s]
  (0/-1)   [626s]
  (0/-1)   [628s]
  (0/-1)   [630s]
  (0/-1)   [632s]
  (0/-1)   [634s]
  (0/-1)   [636s]
  (0/-1)   [638s]
  (0/-1)   [640s]
  (0/-1)   [642s]
  (0/-1)   [644s]
  (0/-1)   [646s]
  (0/-1)   [648s]
  (0/-1)   [650s]
  (0/-1)   [652s]
  (0/-1)   [654s]
  (0/-1)   [656s]
  (0/-1)   [658s]
  (0/-1)   [660s]
  (0/-1)   [662s]
  (0/-1)   [664s]
  (0/-1)   [664s]
  (0/-1)   [664s]
  (10/20) 06 - Protocolo DHCP  [674s]
  (0/-1)   [678s]
  (0/-1)   [684s]
  (0/-1)   [686s]
  (0/-1)   [688s]
  (0/-1)   [690s]
  (0/-1)   [692s]
  (0/-1)   [694s]
  (0/-1)   [696s]
  (0/-1)   [698s]
  (0/-1)   [700s]
  (0/-1)   [702s]
  (0/-1)   [704s]
  (0/-1)   [706s]
  (0/-1)   [708s]
  (0/-1)   [710s]
  (0/-1)   [712s]
  (0/-1)   [714s]
  (0/-1)   [716s]
  (0/-1)   [718s]
  (0/-1)   [720s]
  (0/-1)   [722s]
  (0/-1)   [724s]
  (0/-1)   [726s]
  (0/-1)   [728s]
  (0/-1)   [730s]
  (0/-1)   [732s]
  (0/-1)   [734s]
  (0/-1)   [736s]
  (0/-1)   [738s]
  (0/-1)   [740s]
  (0/-1)   [742s]
  (0/-1)   [744s]
  (0/-1)   [746s]
  (0/-1)   [748s]
  (0/-1)   [750s]
  (0/-1)   [752s]
  (0/-1)   [754s]
  (0/-1)   [756s]
  (0/-1)   [758s]
  (0/-1)   [760s]
  (0/-1)   [762s]
  (0/-1)   [764s]
  (0/-1)   [766s]
  (0/-1)   [768s]
  (0/-1)   [770s]
  (0/-1)   [772s]
  (0/-1)   [774s]
  (0/-1)   [776s]
  (0/-1)   [778s]
  (0/-1)   [780s]
  (0/-1)   [782s]
  (0/-1)   [784s]
  (0/-1)   [786s]
  (0/-1)   [786s]
  (0/-1)   [786s]
  (11/20) 07 - Protocolos de E-mail  [791s]
  (0/-1)   [795s]
  (0/-1)   [800s]
  (0/-1)   [802s]
  (0/-1)   [804s]
  (0/-1)   [806s]
  (0/-1)   [808s]
  (0/-1)   [810s]
  (0/-1)   [812s]
  (0/-1)   [814s]
  (0/-1)   [816s]
  (0/-1)   [818s]
  (0/-1)   [820s]
  (0/-1)   [822s]
  (0/-1)   [824s]
  (0/-1)   [826s]
  (0/-1)   [828s]
  (0/-1)   [830s]
  (0/-1)   [832s]
  (0/-1)   [834s]
  (0/-1)   [836s]
  (0/-1)   [838s]
  (0/-1)   [840s]
  (0/-1)   [842s]
  (0/-1)   [844s]
  (0/-1)   [846s]
  (0/-1)   [846s]
  (0/-1)   [847s]
  (12/20) 08 - Desenvolvimento de Aplicações  [852s]
  (0/-1)   [855s]
  (0/-1)   [858s]
  (0/-1)   [860s]
  (0/-1)   [862s]
  (0/-1)   [864s]
  (0/-1)   [866s]
  (0/-1)   [868s]
  (0/-1)   [870s]
  (0/-1)   [872s]
  (0/-1)   [874s]
  (0/-1)   [876s]
  (0/-1)   [878s]
  (0/-1)   [880s]
  (0/-1)   [882s]
  (0/-1)   [884s]
  (0/-1)   [886s]
  (0/-1)   [888s]
  (0/-1)   [890s]
  (0/-1)   [892s]
  (0/-1)   [894s]
  (0/-1)   [896s]
  (0/-1)   [898s]
  (0/-1)   [898s]
  (0/-1)   [898s]
  (13/20) LIsta de exercícios 1 - Camada de Aplicação  [901s]
  (0/-1)   [902s]
  (0/-1)   [903s]
  (0/-1)   [905s]
  (0/-1)   [907s]
  (0/-1)   [909s]
  (0/-1)   [911s]
  (0/-1)   [913s]
  (0/-1)   [915s]
  (0/-1)   [917s]
  (0/-1)   [919s]
  (0/-1)   [919s]
  (0/-1)   [919s]
  (14/20) tcp_chat_c  [920s]
  (15/20) tcp_example  [920s]
  (16/20) udp_example_c  [920s]
  (17/20) udp_example_java  [921s]
  (18/20) unidade2-exercicios-dhcp  [921s]
  (0/-1)   [921s]
  (0/-1)   [922s]
  (0/-1)   [924s]
  (0/-1)   [926s]
  (0/-1)   [928s]
  (0/-1)   [930s]
  (0/-1)   [932s]
  (0/-1)   [934s]
  (0/-1)   [936s]
  (0/-1)   [938s]
  (0/-1)   [938s]
  (0/-1)   [938s]
  (19/20) unidade2-exercicios-dns  [939s]
  (0/-1)   [940s]
  (0/-1)   [941s]
  (0/-1)   [943s]
  (0/-1)   [945s]
  (0/-1)   [947s]
  (0/-1)   [949s]
  (0/-1)   [951s]
  (0/-1)   [953s]
  (0/-1)   [955s]
  (0/-1)   [955s]
  (0/-1)   [955s]
  (20/20) unidade2-exercicios-http  [956s]
  (0/-1)   [956s]
  (0/-1)   [958s]
  (0/-1)   [960s]
  (0/-1)   [962s]
  (0/-1)   [964s]
  (0/-1)   [966s]
  (0/-1)   [968s]
  (0/-1)   [970s]
  (0/-1)   [972s]
  (0/-1)   [974s]
  (0/-1)   [974s]
  (0/-1)   [974s]
  (21/20)   [975s]
[build] 985s | falhas 0 | chamadas bloqueadas {}
entries no manifest: 20 | tipos: {'pdf': 15, 'image': 1, 'zip': 4} | base_backend: {'pymupdf4llm': 15, 'None': 5}
revisar: {'ok': 10, 'duvida': 10} | metodos: {'meta-generica': 1, 'janela-1': 9, 'None': 2, 'disamb': 8}
   course/.glossary_curation.llm.json: ausente
   course/.glossary_curation.json: ausente
   material_curation.json: ausente
   code_curation.json: ausente
   course/.timeline_curation.json: ausente

=== rebuild (run A, 0 chamadas) x produto (vocab LLM + voter + resumos) ===
entry                              bloco A   bloco prod unidade A              unidade prod           sub A                  sub prod               revisar A
plano-de-ensino-20262              bloco-01  bloco-01   -redes-de-computadores -redes-de-computadores -                      -                      ok       
01-protocolos-de-rede              bloco-01  bloco-01   -redes-de-computadores -redes-de-computadores modelos-osi-e-tcpip    s-e-de-longa-distancia ok       
02-modelos-de-referencia           bloco-02  bloco-02   -redes-de-computadores -redes-de-computadores modelos-osi-e-tcpip    modelos-osi-e-tcpip    ok       
02-poster-network-protocols        -         bloco-02   -redes-de-computadores -redes-de-computadores -                      -                      duvida   
03-tipos-de-redes                  bloco-02  bloco-02   -redes-de-computadores -redes-de-computadores s-e-de-longa-distancia s-e-de-longa-distancia ok       
unidade1-exercicios                -         bloco-02   -redes-de-computadores -redes-de-computadores -                      modelos-osi-e-tcpip    duvida   
04-camada-de-aplicacao             bloco-03  bloco-03   -02-nivel-de-aplicacao -02-nivel-de-aplicacao p-https-smtp-pop3-imap -clienteservidor-e-p2p ok       
04-protocolo-http                  bloco-03  bloco-03   -02-nivel-de-aplicacao -02-nivel-de-aplicacao p-https-smtp-pop3-imap p-https-smtp-pop3-imap ok       
05-protocolo-dns                   bloco-03  bloco-03   -02-nivel-de-aplicacao -02-nivel-de-aplicacao p-https-smtp-pop3-imap tura-dns-dhcp-snmp-nat ok       
06-protocolo-dhcp                  bloco-03  bloco-03   -02-nivel-de-aplicacao -02-nivel-de-aplicacao tura-dns-dhcp-snmp-nat tura-dns-dhcp-snmp-nat ok       
07-protocolos-de-e-mail            bloco-05  bloco-05   -02-nivel-de-aplicacao -02-nivel-de-aplicacao p-https-smtp-pop3-imap p-https-smtp-pop3-imap ok       
08-desenvolvimento-de-aplicacoes   bloco-05  bloco-05   -02-nivel-de-aplicacao -02-nivel-de-aplicacao -                      plementacao-de-sockets duvida   
lista-de-exercicios-1-camada-de-ap bloco-03  bloco-03   -02-nivel-de-aplicacao -02-nivel-de-aplicacao tura-dns-dhcp-snmp-nat p-https-smtp-pop3-imap duvida   
tcp-chat-c                         bloco-03  bloco-22   -02-nivel-de-aplicacao -02-nivel-de-aplicacao plementacao-de-sockets plementacao-de-sockets duvida   
tcp-example                        bloco-03  bloco-22   -02-nivel-de-aplicacao -02-nivel-de-aplicacao plementacao-de-sockets -clienteservidor-e-p2p duvida   
udp-example-c                      bloco-03  bloco-22   -02-nivel-de-aplicacao -02-nivel-de-aplicacao plementacao-de-sockets -clienteservidor-e-p2p duvida   
udp-example-java                   bloco-03  bloco-05   -02-nivel-de-aplicacao -02-nivel-de-aplicacao plementacao-de-sockets -clienteservidor-e-p2p duvida   
unidade2-exercicios-dhcp           bloco-03  bloco-03   -02-nivel-de-aplicacao -02-nivel-de-aplicacao tura-dns-dhcp-snmp-nat tura-dns-dhcp-snmp-nat duvida   
unidade2-exercicios-dns            bloco-05  bloco-03   -02-nivel-de-aplicacao -02-nivel-de-aplicacao tura-dns-dhcp-snmp-nat tura-dns-dhcp-snmp-nat duvida   
unidade2-exercicios-http           bloco-03  bloco-03   -02-nivel-de-aplicacao -02-nivel-de-aplicacao p-https-smtp-pop3-imap p-https-smtp-pop3-imap ok       

concordancia com o produto: bloco 13/20 · unidade 20/20 · subunidade 11/20 · so no rebuild 0
[fim]
