curso,regime,entry_id,pino_manual,unidade,bloco,gold_primario,gold_extras,pred_controle,pred_A,pred_B,aceito_controle,aceito_A,aceito_B,prim_controle,prim_A,prim_B,conf_controle,conf_A,conf_B,sarc_slug,sarc_motivo,sarc_sessoes
MF,cru,exerciciosformalizacaoalgoritmosrecursao,0,unidade-01-metodos-formais,7ccdaf5e-76b8-48e5-82b5-05f80b3f054b,especificacao-de-funcoes-recursivas,,especificacao-de-funcoes-recursivas,especificacao-de-conjuntos-indutivos,especificacao-de-funcoes-recursivas,1,0,1,1,0,1,1,1,1,especificacao-de-conjuntos-indutivos,decide,bloco-04-sessao-2026-03-11::conjuntos indutivos e equacoes recursivas aula::especificacao-de-conjuntos-indutivos
MF,cru,arvores,1,unidade-01-metodos-formais,7a5e29db-f228-4e96-bd4b-272d5b74e2ae,provadores-de-teoremas,especificacao-de-funcoes-recursivas,abordagens-para-verificacao-formal,abordagens-para-verificacao-formal,abordagens-para-verificacao-formal,0,0,0,0,0,0,1,1,1,,nenhum,
MF,cru,exemplos,0,unidade-01-metodos-formais,5599d015-10e0-4f6e-ad17-c526b903dc09,provadores-de-teoremas,especificacao-de-funcoes-recursivas;especificacao-de-conjuntos-indutivos,exemplos-de-aplicacoes,exemplos-de-aplicacoes,exemplos-de-aplicacoes,0,0,0,0,0,0,1,1,1,,nenhum,
MF,cru,intro,0,unidade-01-metodos-formais,5599d015-10e0-4f6e-ad17-c526b903dc09,provadores-de-teoremas,especificacao-de-conjuntos-indutivos;especificacao-de-funcoes-recursivas,abordagens-para-verificacao-formal,abordagens-para-verificacao-formal,abordagens-para-verificacao-formal,0,0,0,0,0,0,1,1,1,,nenhum,
MF,cru,listas,1,unidade-01-metodos-formais,7a5e29db-f228-4e96-bd4b-272d5b74e2ae,provadores-de-teoremas,especificacao-de-funcoes-recursivas,abordagens-para-verificacao-formal,abordagens-para-verificacao-formal,abordagens-para-verificacao-formal,0,0,0,0,0,0,1,1,1,,nenhum,
MF,cru,provas,0,unidade-01-metodos-formais,5599d015-10e0-4f6e-ad17-c526b903dc09,provadores-de-teoremas,especificacao-de-funcoes-recursivas,abordagens-para-verificacao-formal,abordagens-para-verificacao-formal,abordagens-para-verificacao-formal,0,0,0,0,0,0,1,1,1,,nenhum,
MF,cru,correcaoterminacao,0,unidade-02-verificacao-de-programas,c9f5f7cf-3477-4531-be7a-f7b68727009c,correcao-parcial-e-total,invariante-e-variante-de-laco,correcao-parcial-e-total,correcao-parcial-e-total,correcao-parcial-e-total,1,1,1,1,1,1,1,1,1,,multiplos,bloco-11-sessao-2026-05-06::logica de programas correcao parcial correcao total e terminacao invariantes de laco::MULTI:correcao-parcial-e-total+softwares-de-suporte-a-verificacao-formal-de-programas+verificacao-de-programas
MF,cru,exercicioscorrecaoterminacao,1,unidade-02-verificacao-de-programas,c9f5f7cf-3477-4531-be7a-f7b68727009c,correcao-parcial-e-total,invariante-e-variante-de-laco;softwares-de-suporte-a-verificacao-formal-de-programas,correcao-parcial-e-total,correcao-parcial-e-total,correcao-parcial-e-total,1,1,1,1,1,1,1,1,1,,multiplos,bloco-11-sessao-2026-05-06::logica de programas correcao parcial correcao total e terminacao invariantes de laco::MULTI:correcao-parcial-e-total+softwares-de-suporte-a-verificacao-formal-de-programas+verificacao-de-programas
MF,cru,exerciciosformalizacaoalgoritmosinvariantes,0,unidade-02-verificacao-de-programas,c9f5f7cf-3477-4531-be7a-f7b68727009c,invariante-e-variante-de-laco,,invariante-e-variante-de-laco,invariante-e-variante-de-laco,invariante-e-variante-de-laco,1,1,1,1,1,1,1,1,1,,multiplos,bloco-11-sessao-2026-05-06::logica de programas correcao parcial correcao total e terminacao invariantes de laco::MULTI:correcao-parcial-e-total+softwares-de-suporte-a-verificacao-formal-de-programas+verificacao-de-programas
MF,cru,formalizacaoalgoritmos-invarianteslaco,0,unidade-02-verificacao-de-programas,c9f5f7cf-3477-4531-be7a-f7b68727009c,invariante-e-variante-de-laco,,invariante-e-variante-de-laco,invariante-e-variante-de-laco,invariante-e-variante-de-laco,1,1,1,1,1,1,1,1,1,,multiplos,bloco-11-sessao-2026-05-06::logica de programas correcao parcial correcao total e terminacao invariantes de laco::MULTI:correcao-parcial-e-total+softwares-de-suporte-a-verificacao-formal-de-programas+verificacao-de-programas
MF,cru,logicadehoare,0,unidade-02-verificacao-de-programas,171a1a09-a72d-490d-b4d8-5843cfb301b4,logica-de-hoare,pre-e-pos-condicoes,logica-de-hoare,logica-de-hoare,logica-de-hoare,1,1,1,1,1,1,1,1,1,,so-o-pai,bloco-10-sessao-2026-04-27::logica de hoare aula::PAI:logica-de-hoare || bloco-10-sessao-2026-04-29::logica de hoare aula::PAI:logica-de-hoare
MF,cru,logicadehoare2,1,unidade-02-verificacao-de-programas,171a1a09-a72d-490d-b4d8-5843cfb301b4,logica-de-hoare,invariante-e-variante-de-laco;pre-e-pos-condicoes,logica-de-hoare,logica-de-hoare,logica-de-hoare,1,1,1,1,1,1,1,1,1,,so-o-pai,bloco-10-sessao-2026-04-27::logica de hoare aula::PAI:logica-de-hoare || bloco-10-sessao-2026-04-29::logica de hoare aula::PAI:logica-de-hoare
MF,cru,exerciciosdafny1,0,unidade-02-verificacao-de-programas,e3bc8a61-e729-4f25-9bc5-12b8a47151e3,softwares-de-suporte-a-verificacao-formal-de-programas,verificacao-de-programas;pre-e-pos-condicoes,verificacao-de-programas,verificacao-de-programas,verificacao-de-programas,1,1,1,0,0,0,1,1,1,,nenhum,
MF,cru,exerciciosdafny2,0,unidade-02-verificacao-de-programas,de7d1b70-fb58-4a18-ad49-d1a64c6c7684,softwares-de-suporte-a-verificacao-formal-de-programas,verificacao-de-programas,verificacao-de-programas,verificacao-de-programas,verificacao-de-programas,1,1,1,0,0,0,1,1,1,,multiplos,bloco-13-sessao-2026-05-13::logica de programas introducao ao dafny aula::MULTI:softwares-de-suporte-a-verificacao-formal-de-programas+verificacao-de-programas || bloco-13-sessao-2026-05-18::logica de programas colecoes dafny arrays aula::MULTI:softwares-de-suporte-a-verificacao-formal-de-programas+verificacao-de-programas || bloco-13-sessao-2026-05-20::logica de programas colecoes dafny sequencia
MF,cru,exerciciosdafny3,0,unidade-02-verificacao-de-programas,de7d1b70-fb58-4a18-ad49-d1a64c6c7684,softwares-de-suporte-a-verificacao-formal-de-programas,verificacao-de-programas,verificacao-de-programas,verificacao-de-programas,verificacao-de-programas,1,1,1,0,0,0,1,1,1,,multiplos,bloco-13-sessao-2026-05-13::logica de programas introducao ao dafny aula::MULTI:softwares-de-suporte-a-verificacao-formal-de-programas+verificacao-de-programas || bloco-13-sessao-2026-05-18::logica de programas colecoes dafny arrays aula::MULTI:softwares-de-suporte-a-verificacao-formal-de-programas+verificacao-de-programas || bloco-13-sessao-2026-05-20::logica de programas colecoes dafny sequencia
MF,cru,exerciciosdafny4,0,unidade-02-verificacao-de-programas,de7d1b70-fb58-4a18-ad49-d1a64c6c7684,softwares-de-suporte-a-verificacao-formal-de-programas,verificacao-de-programas,verificacao-de-programas,verificacao-de-programas,verificacao-de-programas,1,1,1,0,0,0,1,1,1,,multiplos,bloco-13-sessao-2026-05-13::logica de programas introducao ao dafny aula::MULTI:softwares-de-suporte-a-verificacao-formal-de-programas+verificacao-de-programas || bloco-13-sessao-2026-05-18::logica de programas colecoes dafny arrays aula::MULTI:softwares-de-suporte-a-verificacao-formal-de-programas+verificacao-de-programas || bloco-13-sessao-2026-05-20::logica de programas colecoes dafny sequencia
MF,cru,exerciciosdafny5,0,unidade-02-verificacao-de-programas,95d7c9fb-d9e3-43cd-b1fb-5fcebddb49f0,softwares-de-suporte-a-verificacao-formal-de-programas,verificacao-de-programas;pre-e-pos-condicoes,verificacao-de-programas,verificacao-de-programas,verificacao-de-programas,1,1,1,0,0,0,1,1,1,,multiplos,bloco-15-sessao-2026-06-01::logica de programas orientacao a objetos dafny ghosts autocontrato aula::MULTI:softwares-de-suporte-a-verificacao-formal-de-programas+verificacao-de-programas || bloco-15-sessao-2026-06-03::logica de programas orientacao a objetos dafny ghosts autocontrato::MULTI:softwares-de-suporte-a-verificacao-formal-de-programas+verificacao-de-programas || bloco-15-sessao-2026-06-0
MF,cru,verificacaomodelos,0,unidade-03-verificacao-de-modelos,a6ac04f2-7611-4bef-b74a-54390cef4084,verificacao-de-modelos-model-checking,fundamentos-de-logicas-temporais;especificacao-de-propriedades-para-sistemas-sequenciais-e-concorrentes;modelos-de-kripke,especificacao-de-propriedades-para-sistemas-sequenciais-e-concorrentes,softwares-de-suporte-a-verificacao-formal-de-modelos,especificacao-de-propriedades-para-sistemas-sequenciais-e-concorrentes,1,0,1,0,0,0,1,1,1,softwares-de-suporte-a-verificacao-formal-de-modelos,decide,bloco-16-sessao-2026-06-15::verificacao de modelos logica temporal aula::softwares-de-suporte-a-verificacao-formal-de-modelos || bloco-16-sessao-2026-06-17::verificacao de modelos logica temporal aula::softwares-de-suporte-a-verificacao-formal-de-modelos
MF,cru,exercicioslogicatemporal,0,unidade-03-verificacao-de-modelos,a6ac04f2-7611-4bef-b74a-54390cef4084,fundamentos-de-logicas-temporais,verificacao-de-modelos-model-checking;logica-temporal-linear;logica-temporal-ramificada,logica-temporal-linear,softwares-de-suporte-a-verificacao-formal-de-modelos,logica-temporal-linear,1,0,1,0,0,0,1,1,1,softwares-de-suporte-a-verificacao-formal-de-modelos,decide,bloco-16-sessao-2026-06-15::verificacao de modelos logica temporal aula::softwares-de-suporte-a-verificacao-formal-de-modelos || bloco-16-sessao-2026-06-17::verificacao de modelos logica temporal aula::softwares-de-suporte-a-verificacao-formal-de-modelos
MF,cru,exerciciosnusmv,0,unidade-03-verificacao-de-modelos,a6ac04f2-7611-4bef-b74a-54390cef4084,softwares-de-suporte-a-verificacao-formal-de-modelos,verificacao-de-modelos-model-checking,verificacao-de-modelos-model-checking,softwares-de-suporte-a-verificacao-formal-de-modelos,verificacao-de-modelos-model-checking,1,1,1,0,1,0,1,1,1,softwares-de-suporte-a-verificacao-formal-de-modelos,decide,bloco-16-sessao-2026-06-15::verificacao de modelos logica temporal aula::softwares-de-suporte-a-verificacao-formal-de-modelos || bloco-16-sessao-2026-06-17::verificacao de modelos logica temporal aula::softwares-de-suporte-a-verificacao-formal-de-modelos
MF,cru,classes-parte1,0,unidade-02-verificacao-de-programas,95d7c9fb-d9e3-43cd-b1fb-5fcebddb49f0,pre-e-pos-condicoes,softwares-de-suporte-a-verificacao-formal-de-programas;verificacao-de-programas,verificacao-de-programas,verificacao-de-programas,verificacao-de-programas,1,1,1,0,0,0,0,0,0,,multiplos,bloco-15-sessao-2026-06-01::logica de programas orientacao a objetos dafny ghosts autocontrato aula::MULTI:softwares-de-suporte-a-verificacao-formal-de-programas+verificacao-de-programas || bloco-15-sessao-2026-06-03::logica de programas orientacao a objetos dafny ghosts autocontrato::MULTI:softwares-de-suporte-a-verificacao-formal-de-programas+verificacao-de-programas || bloco-15-sessao-2026-06-0
MF,cru,colecoes-arrays,0,unidade-02-verificacao-de-programas,de7d1b70-fb58-4a18-ad49-d1a64c6c7684,softwares-de-suporte-a-verificacao-formal-de-programas,verificacao-de-programas,verificacao-de-programas,verificacao-de-programas,verificacao-de-programas,1,1,1,0,0,0,0,0,0,,multiplos,bloco-13-sessao-2026-05-13::logica de programas introducao ao dafny aula::MULTI:softwares-de-suporte-a-verificacao-formal-de-programas+verificacao-de-programas || bloco-13-sessao-2026-05-18::logica de programas colecoes dafny arrays aula::MULTI:softwares-de-suporte-a-verificacao-formal-de-programas+verificacao-de-programas || bloco-13-sessao-2026-05-20::logica de programas colecoes dafny sequencia
MF,cru,colecoes-conjuntos,0,unidade-02-verificacao-de-programas,de7d1b70-fb58-4a18-ad49-d1a64c6c7684,softwares-de-suporte-a-verificacao-formal-de-programas,verificacao-de-programas,verificacao-de-programas,verificacao-de-programas,verificacao-de-programas,1,1,1,0,0,0,0,0,0,,multiplos,bloco-13-sessao-2026-05-13::logica de programas introducao ao dafny aula::MULTI:softwares-de-suporte-a-verificacao-formal-de-programas+verificacao-de-programas || bloco-13-sessao-2026-05-18::logica de programas colecoes dafny arrays aula::MULTI:softwares-de-suporte-a-verificacao-formal-de-programas+verificacao-de-programas || bloco-13-sessao-2026-05-20::logica de programas colecoes dafny sequencia
MF,cru,colecoes-sequences,0,unidade-02-verificacao-de-programas,de7d1b70-fb58-4a18-ad49-d1a64c6c7684,softwares-de-suporte-a-verificacao-formal-de-programas,verificacao-de-programas,verificacao-de-programas,verificacao-de-programas,verificacao-de-programas,1,1,1,0,0,0,1,1,1,,multiplos,bloco-13-sessao-2026-05-13::logica de programas introducao ao dafny aula::MULTI:softwares-de-suporte-a-verificacao-formal-de-programas+verificacao-de-programas || bloco-13-sessao-2026-05-18::logica de programas colecoes dafny arrays aula::MULTI:softwares-de-suporte-a-verificacao-formal-de-programas+verificacao-de-programas || bloco-13-sessao-2026-05-20::logica de programas colecoes dafny sequencia
MF,cru,exercicios-conjuntos,0,unidade-02-verificacao-de-programas,de7d1b70-fb58-4a18-ad49-d1a64c6c7684,softwares-de-suporte-a-verificacao-formal-de-programas,verificacao-de-programas;invariante-e-variante-de-laco,verificacao-de-programas,verificacao-de-programas,verificacao-de-programas,1,1,1,0,0,0,0,0,0,,multiplos,bloco-13-sessao-2026-05-13::logica de programas introducao ao dafny aula::MULTI:softwares-de-suporte-a-verificacao-formal-de-programas+verificacao-de-programas || bloco-13-sessao-2026-05-18::logica de programas colecoes dafny arrays aula::MULTI:softwares-de-suporte-a-verificacao-formal-de-programas+verificacao-de-programas || bloco-13-sessao-2026-05-20::logica de programas colecoes dafny sequencia
MF,cru,hoare,0,unidade-02-verificacao-de-programas,171a1a09-a72d-490d-b4d8-5843cfb301b4,logica-de-hoare,softwares-de-suporte-a-verificacao-formal-de-programas;verificacao-de-programas,correcao-parcial-e-total,correcao-parcial-e-total,correcao-parcial-e-total,0,0,0,0,0,0,1,1,1,,so-o-pai,bloco-10-sessao-2026-04-27::logica de hoare aula::PAI:logica-de-hoare || bloco-10-sessao-2026-04-29::logica de hoare aula::PAI:logica-de-hoare
MF,cru,introducao-zip,0,unidade-02-verificacao-de-programas,e3bc8a61-e729-4f25-9bc5-12b8a47151e3,softwares-de-suporte-a-verificacao-formal-de-programas,verificacao-de-programas,verificacao-de-programas,verificacao-de-programas,verificacao-de-programas,1,1,1,0,0,0,0,0,0,,nenhum,
MF,cru,invariantes,0,unidade-02-verificacao-de-programas,c9f5f7cf-3477-4531-be7a-f7b68727009c,invariante-e-variante-de-laco,,invariante-e-variante-de-laco,invariante-e-variante-de-laco,invariante-e-variante-de-laco,1,1,1,1,1,1,1,1,1,,multiplos,bloco-11-sessao-2026-05-06::logica de programas correcao parcial correcao total e terminacao invariantes de laco::MULTI:correcao-parcial-e-total+softwares-de-suporte-a-verificacao-formal-de-programas+verificacao-de-programas
MF,cru,terminacao,1,unidade-02-verificacao-de-programas,e3bc8a61-e729-4f25-9bc5-12b8a47151e3,correcao-parcial-e-total,invariante-e-variante-de-laco,,,,0,0,0,0,0,0,0,0,0,,nenhum,
MF,cru,tiposindutivos,1,unidade-02-verificacao-de-programas,95d7c9fb-d9e3-43cd-b1fb-5fcebddb49f0,softwares-de-suporte-a-verificacao-formal-de-programas,,verificacao-de-programas,verificacao-de-programas,verificacao-de-programas,0,0,0,0,0,0,1,1,1,,multiplos,bloco-15-sessao-2026-06-01::logica de programas orientacao a objetos dafny ghosts autocontrato aula::MULTI:softwares-de-suporte-a-verificacao-formal-de-programas+verificacao-de-programas || bloco-15-sessao-2026-06-03::logica de programas orientacao a objetos dafny ghosts autocontrato::MULTI:softwares-de-suporte-a-verificacao-formal-de-programas+verificacao-de-programas || bloco-15-sessao-2026-06-0
MF,cru,exemplos-zip,0,unidade-03-verificacao-de-modelos,a6ac04f2-7611-4bef-b74a-54390cef4084,softwares-de-suporte-a-verificacao-formal-de-modelos,verificacao-de-modelos-model-checking,verificacao-de-modelos-model-checking,softwares-de-suporte-a-verificacao-formal-de-modelos,verificacao-de-modelos-model-checking,1,1,1,0,1,0,1,1,1,softwares-de-suporte-a-verificacao-formal-de-modelos,decide,bloco-16-sessao-2026-06-15::verificacao de modelos logica temporal aula::softwares-de-suporte-a-verificacao-formal-de-modelos || bloco-16-sessao-2026-06-17::verificacao de modelos logica temporal aula::softwares-de-suporte-a-verificacao-formal-de-modelos
MF,cru,exerciciosformalizacaoalgoritmosrecursao3-respostas,0,unidade-01-metodos-formais,7ccdaf5e-76b8-48e5-82b5-05f80b3f054b,especificacao-de-funcoes-recursivas,,especificacao-de-funcoes-recursivas,especificacao-de-conjuntos-indutivos,especificacao-de-funcoes-recursivas,1,0,1,1,0,1,1,1,1,especificacao-de-conjuntos-indutivos,decide,bloco-04-sessao-2026-03-11::conjuntos indutivos e equacoes recursivas aula::especificacao-de-conjuntos-indutivos
MF,cru,classes-parte2,0,unidade-02-verificacao-de-programas,95d7c9fb-d9e3-43cd-b1fb-5fcebddb49f0,verificacao-de-programas,invariante-e-variante-de-laco;pre-e-pos-condicoes;softwares-de-suporte-a-verificacao-formal-de-programas,verificacao-de-programas,verificacao-de-programas,verificacao-de-programas,1,1,1,1,1,1,0,0,0,,multiplos,bloco-15-sessao-2026-06-01::logica de programas orientacao a objetos dafny ghosts autocontrato aula::MULTI:softwares-de-suporte-a-verificacao-formal-de-programas+verificacao-de-programas || bloco-15-sessao-2026-06-03::logica de programas orientacao a objetos dafny ghosts autocontrato::MULTI:softwares-de-suporte-a-verificacao-formal-de-programas+verificacao-de-programas || bloco-15-sessao-2026-06-0
MF,cru,exercicios-arrays,0,unidade-02-verificacao-de-programas,de7d1b70-fb58-4a18-ad49-d1a64c6c7684,softwares-de-suporte-a-verificacao-formal-de-programas,verificacao-de-programas;invariante-e-variante-de-laco;pre-e-pos-condicoes,verificacao-de-programas,verificacao-de-programas,verificacao-de-programas,1,1,1,0,0,0,1,1,1,,multiplos,bloco-13-sessao-2026-05-13::logica de programas introducao ao dafny aula::MULTI:softwares-de-suporte-a-verificacao-formal-de-programas+verificacao-de-programas || bloco-13-sessao-2026-05-18::logica de programas colecoes dafny arrays aula::MULTI:softwares-de-suporte-a-verificacao-formal-de-programas+verificacao-de-programas || bloco-13-sessao-2026-05-20::logica de programas colecoes dafny sequencia
MF,cru,logicadehoare-exercicios-respostas,0,unidade-02-verificacao-de-programas,171a1a09-a72d-490d-b4d8-5843cfb301b4,logica-de-hoare,,logica-de-hoare,logica-de-hoare,logica-de-hoare,1,1,1,1,1,1,1,1,1,,so-o-pai,bloco-10-sessao-2026-04-27::logica de hoare aula::PAI:logica-de-hoare || bloco-10-sessao-2026-04-29::logica de hoare aula::PAI:logica-de-hoare
