curso,entry_id,bloco,unidade,sub_aceito,sub_primario,pred_bloco,pred_unidade,pred_sub
IA,rede-perceptron-or-em-python,1,1,0,0,bloco-05,unidade-de-aprendizagem-05-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina
IA,rede-perceptron-reconhecendo-letras,1,1,0,0,bloco-05,unidade-de-aprendizagem-05-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina
IA,mlp-xoripynb,1,1,0,0,bloco-05,unidade-de-aprendizagem-05-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina
IA,mlp-classificacao-inadimplencia-normalizacao-e-gridsearchcv,1,1,0,0,bloco-05,unidade-de-aprendizagem-05-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina
IA,mlp-classificacao-iris-atualizado,1,1,0,0,bloco-05,unidade-de-aprendizagem-05-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina
IA,mlp-regressao-cardio,1,1,0,0,bloco-05,unidade-de-aprendizagem-05-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina
IA,xor-backpropagation-em-python,1,1,0,0,bloco-05,unidade-de-aprendizagem-05-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina
IA,exemplo-1-arvores-de-decisao-classificacao-planta-iris,0,1,0,0,bloco-04,unidade-de-aprendizagem-05-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina
IA,exemplo-2-arvores-de-decisao-regressao-diabetes,0,1,0,0,bloco-04,unidade-de-aprendizagem-05-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina
IA,exemplo-complementar-classificacao-com-arvores-de-decisao,1,1,1,0,bloco-05,unidade-de-aprendizagem-05-aprendizado-de-maquina,metricas-de-avaliacao
IA,agrupamento-hierarquico-exemplo-1,1,1,0,0,bloco-07,unidade-de-aprendizagem-05-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina
IA,agrupamento-hierarquico-exemplo-2-use-o-dataset-da-planta-iris,1,1,0,0,bloco-07,unidade-de-aprendizagem-05-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina
